,company_name,company_rating,five_star_rating,four_star_rating,three_star_rating,two_star_rating,one_star_rating,salary_rate,recommendation_rate,company_address,company_state,company_employee_num,company_benefit,company_dress_code,company_language,company_work_hours
4289,Pembinaan Bintang Baru Sdn Bhd,2.875,3,4,3,0,6,75%,56%,"taman manjalara, 52200 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,1 - 50 ,Medical,Company uniform,"English, Malaysia & Chinese","Regular hours, Mondays - Fridays"
4290,ENER TECH SOLUTIONS SDN. BHD.,4.3125,7,7,2,0,0,75%,87%,"no. 20, jalan sepadu 25/123a, taman perindustrian axis, seksyen 25, 40400 shah alam, selangor, malaysia.",Selangor,51 - 200 ,"Medical, Loans, Dental, Parking, broadband, toll, company trip, annual dinner, meal, hp & car allowance, training",Uniform is provided,English,Saturdays/Shift required
4291,Blade Digital Media Sdn Bhd,3.6875,6,4,3,1,2,75%,56%,"8, jalan yap kwan seng, kampung baharu, 50450 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,1 - 50 ,"Medical, Miscellaneous allowance",Smart Casual,English,"Regular hours, Mondays - Fridays"
4292,Chimera Event Sdn Bhd,2.75,3,4,2,0,7,56%,50%,"a901 block a, kelana square, 17 jalan ss 7/26, kelana jaya, 47301 petaling jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Education support, EPF, SOCSO","Formal on Mon, Smart Casuals from Tues-Fri",English,"Regular hours, Mondays - Fridays"
4293,Boehringer Ingelheim (Malaysia) Sdn Bhd,4.4375,9,5,2,0,0,100%,100%,"suite 15-5 level 15, wisma uoa ii, no 6 jalan changkat sematan, damansara heights 50490 kuala lumpur",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4294,Chimera Event Sdn Bhd,2.75,3,4,2,0,7,56%,50%,"a901 block a, kelana square, 17 jalan ss 7/26, kelana jaya, 47301 petaling jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Education support, EPF, SOCSO","Formal on Mon, Smart Casuals from Tues-Fri",English,"Regular hours, Mondays - Fridays"
4295,Berjaya Waterfront Sdn Bhd,3.8125,8,2,3,1,2,81%,62%,"no 88 jln ibrahim sultan, stulang laut, 80000 johor bahru",Johor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, Group Insurance (GPA & GHS), Staff Training, Staff Discount within Berjaya Group",Business (e.g. Shirts),"Bahasa Malaysia, English, Chinese",Mondays - Fridays
4296,Bredero Shaw (M) Sdn Bhd,3.875,6,5,3,1,1,75%,75%,"jalan pintasan kuantan, pahang, malaysia",Pahang,501 - 1000 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4297,PM ACCESS WORLD (MALAYSIA) SDN. BHD.,3.4375,5,4,2,3,2,68%,43%,"mct tower, usj.",,51 - 200 ,"Medical, Miscellaneous allowance, Education support, Loans, Dental, Parking, Vision",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
4298,Tumpat Solutions Sdn Bhd,4.3125,10,3,1,2,0,81%,81%,"18, jalan nilam 2, taman perindustrian teknologi tinggi subang, 47500 subang jaya, selangor d.e.",Selangor,51 - 200 ,Medical,Casual (e.g. T-shirts),"Bahasa Malaysia, English","Regular hours, Mondays - Fridays"
4299,Luther Corporate Services Sdn Bhd,3.375,5,4,1,4,2,93%,56%,"no 21 jalan pinang, 50450 kuala lumpur, federal territory of kuala lumpur, malaysia",Penang,1 - 50 ,"Medical, Optical",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4300,i-Serve Technology and Vacations Sdn Bhd,3.375,5,4,3,0,4,75%,68%,"no. 2-2 & 2-3, jalan usj 9/5p, subang business centre, 47620 uep subang jaya, selangor, malaysia.",Selangor,201 - 500 ,"Medical, Weekly Complementary Fruit, Monthly Staff Activities, Annual & Festival Dinner",Business (e.g. Shirts),"English, Bahasa Malaysia","Regular hours, Mondays - Fridays"
4301,Jasmine Food Corporation Sdn Bhd,2.4667,2,3,2,1,7,68%,50%,"lot no. 5, jalan sejahtera 25/124, 40000 shah alam, selangor darul ehsan.",Selangor,51 - 200 ,Medical,Uniform and Business,English,"Regular hours, Mondays - Fridays"
4302,Hyperwave Systems Engineering Sdn Bhd,4.5625,10,5,1,0,0,93%,100%,"unit 130, first floor wisma sabah, 88000 kota kinabalu, sabah, malaysia.",Sabah,201 - 500 ,"Medical, Dental, Not Specified",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
4303,LEEDEN GASES SDN BHD,2.8125,1,6,2,3,4,75%,37%,"plot 5074 & 5075, jalan jangur 28/43, sek. 28, 40400 shah alam, selangor darul ehsan, malaysia",Selangor,51 - 200 ,"Medical, Dental, Sports (e.g. Gym), Parking, Depends on the position",Business (e.g. Shirts),Mandarin,"Regular hours, Mondays - Fridays"
4304,GCI SCIENCE & TECHNOLOGY (M) SDN BHD,3.375,2,7,3,3,1,100%,56%,wisma consplant 1 jalan kemajuan subang ss 16 subang jaya selangor malaysia,Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Sports (e.g. Gym)",Business (e.g. Shirts),"English, Chinese, Bahasa Malaysia",Regular Hours but certain Saturdays & PH if Required (Maybe Compensate)
4305,Football Association of Malaysia,4.4375,10,4,1,1,0,93%,87%,wisma fam jalan ss 5a/9 ss 5 petaling jaya selangor malaysia,Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),Malay,"Regular hours, Mondays - Fridays"
4306,3F Resources Sdn Bhd,4.375,9,4,3,0,0,93%,87%,3f resources sdn. bhd. kuala lumpur malaysia,Kuala Lumpur,51 - 200 ,Medical,Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
4308,Wall Street English Sdn Bhd,3.0625,4,4,2,1,5,87%,50%,"1st floor @ ansa kuala lumpur, 101 jalan bukit bintang, 55100, kuala lumpur",Kuala Lumpur,1 - 50 ,"Medical, Education support, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),English,Saturdays/Shift required
4309,Cypress Medic Sdn Bhd,3.875,7,3,4,1,1,62%,50%,"no.73-3 & 73-4, jalan equine 10,taman equine, 43300 seri kembangan,selangor, malaysia.",Selangor,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4311,Masuta Solutions Sdn Bhd,3.25,9,0,0,0,7,62%,56%,"level 43, unit a, menara bangkok bank, laman sentral berjaya, no. 105, jalan ampang, 50450 kuala lumpur.",Selangor,1 - 50 ,Good benefits,Business (e.g. Shirts),"English, Bahasa Malaysia and Mandarin","Regular hours, Mondays - Fridays"
4312,3F Resources Sdn Bhd,4.375,9,4,3,0,0,93%,87%,3f resources sdn. bhd. kuala lumpur malaysia,Kuala Lumpur,51 - 200 ,Medical,Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
4314,Football Association of Malaysia,4.4375,10,4,1,1,0,93%,87%,wisma fam jalan ss 5a/9 ss 5 petaling jaya selangor malaysia,Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),Malay,"Regular hours, Mondays - Fridays"
4315,Wall Street English Sdn Bhd,3.0625,4,4,2,1,5,87%,50%,"1st floor @ ansa kuala lumpur, 101 jalan bukit bintang, 55100, kuala lumpur",Kuala Lumpur,1 - 50 ,"Medical, Education support, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),English,Saturdays/Shift required
4317,BRC Prefab Holdings Sdn. Bhd.,3.375,2,5,6,3,0,87%,68%,"ptd 103251, jalan idaman 3/9, taman perindustrian desa idaman, 81400 senai, johor.",Johor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, Vision, Medical Card, Group PA, Uniform & Jeans",Business (e.g. Shirts),"English, Mandarin, Bahasa Malaysia","Regular hours, Mondays - Fridays"
4318,HARBOUR-LINK GROUP BERHAD,3.8125,7,4,1,3,1,68%,62%,"wisma harbour, parkcity commerce square, jalan tun ahamd zaidi, 97000 bintulu sarawak",Sarawak,501 - 1000 ,"Medical, Miscellaneous allowance, Parking, Group Insurance",Business (e.g. Shirts),English,"Monday-Friday 8am-5pm, Saturday 8am-12.30pm"
4319,VENTURE NUCLEUS (M) SDN BHD,2.375,3,2,2,0,9,56%,31%,"27-2, jalan wangsa delima 13 wangsa maju kuala lumpur federal territory of kuala lumpur malaysia",Kuala Lumpur,1 - 50 ,Medical,Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
4321,Wuerth Industrial Services Malaysia Sdn. Bhd.,3.9375,7,5,1,2,1,100%,62%,"lot 806 jalan subang 5, taman perindustrian subang, subang jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Education support, Dental, Parking, Vision, Bonus, Company Trip",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4322,Multiple Reward Sdn Bhd,3.3125,4,5,1,4,2,81%,68%,"unit 1, 3 & 5, jalan pju 1/37 dataran prima, 47301 petaling jaya, selangor",Selangor,51 - 200 ,"Dental, Medical, Miscellaneous allowance",Formal (e.g. Shirts + Ties),English,Saturdays/Shift required
4324,Emico Penang Sdn Bhd,2.9375,3,4,3,1,5,56%,50%,"18 lebuhraya kampung jawa, bayan lepas, penang, malaysia",Penang,201 - 500 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4326,VII NUTRITION SDN BHD,3.5,10,0,0,0,6,81%,56%,"7, the park bukit jalil, persiaran jalil utama, bandar bukit jalil, 57000 kuala lumpur.",Kuala Lumpur,1 - 50 ,"Miscellaneous allowance, Travel Allowance",Business (e.g. Shirts),Cantonese,"Regular hours, Mondays - Fridays"
4327,R&F Development Sdn Bhd,2.4375,1,4,3,1,7,100%,43%,"l2-086-a5, mercu 1, jalan tanjung puteri 1, r & f tanjung puteri, 80300 johor bahru.",Johor,> 5000 ,"Medical, Miscellaneous allowance, Parking, Festival Allowance, Monthly Incentive",Business (e.g. Shirts),"Mandarin, English & Malay","Regular hours, Mondays - Fridays"
4328,Classic Advantage Sdn Bhd,3.375,5,4,3,0,4,87%,62%,"plo 21, jalan teknologi 4, taman teknologi johor, 81400 senai, johor, malaysia",Johor,201 - 500 ,"Medical, Miscellaneous allowance, Education support, Parking, group insurance, flexible work arrangement, etc",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4329,Viewpoint Research Corporation Sdn Bhd,4.4375,10,5,0,0,1,93%,93%,"block h, upm-mtdc, technology centre one, serdang, 43400 selangor",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking, Vision",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
4330,Soshin Electronics (M) Sdn. Bhd.,3.9375,6,5,4,0,1,87%,62%,"14, kawasan perdagangan bebas, batu berendam, 75350 melaka",Melaka,51 - 200 ,"Medical, Parking, Uniforms",Business (e.g. Shirts),English and Bahasa Malaysia,"Regular hours, Mondays - Fridays"
4331,United Nations Development Programme,4.6875,14,0,1,1,0,93%,87%,"wisma un, block c, kompleks pejabat damansara, jalan dungun, damansara heights, 50490 kuala lumpur, malaysia",Selangor,1 - 50 ,Not specified,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4332,KUMPULAN SEMESTA SDN. BHD.,3.875,9,1,3,1,2,93%,68%,"aras lph, menara bank rakyat, 1, jalan indah 14/8, seksyen 14, 40000 shah alam, selangoraras lph, menara bank rakyat, 1, jalan indah 14/8, seksyen 14, 40000 shah alam, selangoraras lph, menara bank rakyat, 1, jalan indah 14/8, seksyen 14, 40000 shah alam, selangor",Selangor,201 - 500 ,"Medical, Dental, Sports (e.g. Gym), Vision",Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
4335,MK CURTAIN PREMIUM SDN. BHD.,4.2,8,4,2,0,1,100%,62%,449 jalan nilai 3/10 kawasan perindustrian nilai 3 71800 nilai negeri sembilan malaysia,Negeri Sembilan,201 - 500 ,"Miscellaneous allowance, Education support, Sports (e.g. Gym), PA Insurance, Company Trips",Formal (e.g. Shirts + Ties),Mandarin,"Regular hours, Mondays - Fridays"
4337,Orbix Education Sdn Bhd,1.0625,0,0,0,1,15,18%,6%,kuala lumpur,Kuala Lumpur,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4338,JKQS CONSULTANCY SDN. BHD.,2.125,2,3,0,1,10,68%,25%,47b jalan ss21/60 damansara utama petaling jaya selangor,Selangor,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4339,Orbix Education Sdn Bhd,1.0625,0,0,0,1,15,18%,6%,kuala lumpur,Kuala Lumpur,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4340,JKQS CONSULTANCY SDN. BHD.,2.125,2,3,0,1,10,68%,25%,47b jalan ss21/60 damansara utama petaling jaya selangor,Selangor,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4341,Weng Meng Industries Sdn. Bhd.,3.5625,5,3,5,2,1,81%,68%,11 jalan 8 komplek perabot olak lempit kuala langat 42700 selangor,Selangor,501 - 1000 ,"Medical, Insurance",Office-Formal Pr,Mandarin and English,"Regular hours, Mondays - Fridays"
4342,Castmet Sdn. Bhd.,3.1875,5,2,4,1,4,87%,43%,"10-2, menara mudajaya no 12a, jalan pju 7/3, mutiara damansara 47810 petaling jaya, selangor, malaysia",Selangor,51 - 200 ,Medical,Provide Uniform,English,Saturdays/Shift required
4343,MLM Smart Resources Sdn Bhd / Monarch Wellness Sdn Bhd,1.0625,0,0,0,1,15,31%,0%,"59 jalan kuchai maju 1, kuchai entrepreneurs park, 58200 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,1 - 50 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4344,Viewpoint Research Corporation Sdn Bhd,4.4375,10,5,0,0,1,93%,93%,"block h, upm-mtdc, technology centre one, serdang, 43400 selangor",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking, Vision",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
4345,Soshin Electronics (M) Sdn. Bhd.,3.9375,6,5,4,0,1,87%,62%,"14, kawasan perdagangan bebas, batu berendam, 75350 melaka",Melaka,51 - 200 ,"Medical, Parking, Uniforms",Business (e.g. Shirts),English and Bahasa Malaysia,"Regular hours, Mondays - Fridays"
4346,IGT Solutions,2.8125,4,2,3,1,6,81%,37%,selangor,Selangor,> 5000 ,"Medical, Dental, Annual Leaves, Overtime, Performance Incentives and etc.",Smar Casual,English,"24/7, Rotational Shift"
4347,KLC Education Group,3.0,4,2,2,6,2,75%,31%,"18, jalan molek 1/5b, taman molek, johor bahru, johor, malaysia",Johor,51 - 200 ,"Miscellaneous allowance, Vision, Training, Bonus, Long Services Awards",Uniform,"English , Bahasa Malaysia , Chinese",Tue - Sat (9am - 9pm)
4348,EKO Metal Industries Sdn Bhd,3.375,5,5,1,1,4,75%,43%,"bukit mertajam, penang, malaysia",Penang,501 - 1000 ,"Medical, Miscellaneous allowance, Performance Bonus",Casual (e.g. T-shirts),English,8.30am - 5.30pm
4349,CMS Logistics (M) Sdn Bhd,3.0625,5,1,5,0,5,87%,56%,"11-01, jalan molek 1/30, taman molek, 81100 johor bahru, johor, malaysia",Johor,1 - 50 ,"Medical, Annual Leave",Business (e.g. Shirts),"English, Mandarin",Monday-Fridays 9.00am-6.00pm
4350,Agrobridge (M) Sdn Bhd,2.9375,2,5,3,2,4,87%,37%,"31-4, setia prima, jalan setia prima s u13/s, setia alam, seksyen u13, 40170 shah alam",Selangor,1 - 50 ,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4351,Cagamas Berhad,3.5625,7,3,1,2,3,100%,50%,"level 31 & 32, the gardens north tower, mid valley city, lingkaran syed putra, 59200 kuala lumpur",Kuala Lumpur,51 - 200 ,"Medical, Education support, Insurance, Wellness Scheme (Holiday Scheme, Dental & Optical)",Business formal,English,Flexi working hours
4359,Budaya Restu Sdn Bhd,4.1875,6,7,3,0,0,87%,87%,"60a, jalan renang 13/26,section 13, shah alam 40100 selangor",Selangor,1 - 50 ,Medical,Casual (e.g. T-shirts),English,"Monday- Saturday : 8 am- 5 pm,"
4360,Automotive Industries Sdn. Bhd.,3.875,8,4,1,0,3,93%,75%,"lot 9, jalan batu tiga lama, lion industrial park, section 22, 40300 shah alam, selangor, malaysia",Selangor,501 - 1000 ,"Dental, Education support, Loans, Medical, Sports (e.g. Gym)",Uniform provided,English,"Regular hours, Mondays - Fridays"
4362,ASCENDER HCM MALAYSIA SDN. BHD.,2.9375,3,3,4,2,4,87%,37%,"5-03, wisma lyl, no 2 jalan 51a/223 46100 petaling jaya, selangor",Selangor,501 - 1000 ,"Medical, Dental, Sports (e.g. Gym), Medical  for Family",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4363,Ferummas Precision Engineering (M) Sdn Bhd,3.5,5,6,1,0,4,62%,50%,"plot 67 lorong perusahaan maju 6, kawasan perusahaan prai 4, 13600 prai, pulau pinang",Penang,201 - 500 ,"Medical, Parking",Business (e.g. Shirts),English,5 days and alternate saturdays
4364,SL Information System Sdn Bhd,3.1875,4,4,2,3,3,75%,56%,"23-6, block d1, dataran prima, jalan pju 1/41, 47310 petaling jaya, selangor",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, Upon discussion during interview",Smart Casual,English,"Regular hours, Mondays - Fridays"
4365,Oriental Fastech Manufacturing Sdn Bhd,3.8125,9,2,1,1,3,68%,75%,"oriental fastech manufacturing sdn. bhd., bukit mertajam, penang, malaysia",Penang,51 - 200 ,"Medical, Education support, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4366,Jeram Coconut Sdn Bhd,1.875,3,0,1,0,12,31%,12%,"lot 56525 (282), batu 12, jalan kapar, kapar, klang, 42200 selangor",Selangor,51 - 200 ,"Medical, Loans, Parking",Business (e.g. Shirts),English,Saturdays/Shift required
4367,Evergreen Fibreboard Bhd.,4.0625,8,3,4,0,1,81%,75%,"plo 22, parit raja industrial estate, 86400 parit raja, batu pahat, johor",Johor,501 - 1000 ,"Medical, Miscellaneous allowance, Education support, Dental, Sports (e.g. Gym), Parking",Company Uniform,English,"Regular hours, Mondays - Fridays"
4368,Asta Chemicals Sdn. Bhd.,3.1875,5,4,1,1,5,50%,56%,"2036, lorong perusahaan 2,  kawasan perusahaan perai, 13600 perai, pulau pinang.",Penang,51 - 200 ,"Medical, Miscellaneous allowance, Gratuity, higher %EPF, Transport, laundry, meal, shift & Medical insurance etc",Company uniforms,Malay,shift work
4369,MATRADE Exhibition and Convention Centre (MECC),4.4375,11,3,1,0,1,93%,100%,matrade exhibition and convention centre (mecc) jalan sultan haji ahmad shah kuala lumpur federal territory of kuala lumpur malaysia,Kuala Lumpur,1 - 50 ,Medical,Business (e.g. Shirts),English and Bahasa Malaysia,"Regular hours, Mondays - Fridays"
4370,Eppendorf Asia Pacific Sdn Bhd,4.125,10,1,3,1,1,81%,81%,"10 th floor, menara symphony, no. 5, jalan prof. khoo kay kim, seksyen 13,46200 petaling jaya, selangor darul ehsan malaysia",Selangor,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4371,W.Media,3.0,5,0,5,2,4,75%,62%,"digital investment holdings pte ltd, 50450, kuala lumpur",Kuala Lumpur,1 - 50 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4372,Idemitsu SM (Malaysia) Sdn Bhd,3.8125,5,6,3,1,1,81%,68%,"plo 408, jalan pekeliling pasir gudang 81700 johor malaysia",Johor,51 - 200 ,"Medical, Miscellaneous allowance, Loans, Dental, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4373,Tatawa Industries (M) Sdn Bhd,3.25,3,4,5,2,2,50%,75%,"plo 6, kawasan perindustrian bukit pasir, jalan rami 1, 84600 muar, johor",Johor,201 - 500 ,"Medical, Petrol Subsidize, Insurance",Business (e.g. Shirts),"Mandarin, English, Bahasa Malaysia ",Mondays - Fridays (Saturdays alternate off)
4374,Behn Meyer AgriCare (M) Sdn Bhd,3.5625,5,4,3,3,1,81%,56%,"behn meyer agricare (m) sdn. bhd
1a, jalan perigi nenas 7/2, ks ii
kawasan perindustrian pulau indah
42920 pulau indah
selangor darul ehsan, malaysia",Selangor,51 - 200 ,"Medical, Parking, Interest-free car loan (for those eligible)",Business (e.g. Shirts),English,"Regular hours, Mondays-Fridays, Saturdays or Shift required"
4375,SICPA PRODUCT SECURITY SDN BHD,4.0625,8,3,4,0,1,93%,56%,cyberjaya selangor malaysia,Selangor,51 - 200 ,"Medical, Dental, Sports (e.g. Gym), Vision",Business Casual,English,"Regular hours, Mondays - Fridays"
4376,PUC Berhad,3.0625,4,4,2,1,5,87%,56%,"unit c-2-01, level 2, capital 3, oasis square, 
no. 2, jalan pju 1a/7a, oasis ara damansara, 
petaling jaya, selangor, malaysia.",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Dental, Parking, Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
4377,Ferummas Precision Engineering (M) Sdn Bhd,3.5,5,6,1,0,4,62%,50%,"plot 67 lorong perusahaan maju 6, kawasan perusahaan prai 4, 13600 prai, pulau pinang",Penang,201 - 500 ,"Medical, Parking",Business (e.g. Shirts),English,5 days and alternate saturdays
4378,SL Information System Sdn Bhd,3.1875,4,4,2,3,3,75%,56%,"23-6, block d1, dataran prima, jalan pju 1/41, 47310 petaling jaya, selangor",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Parking, Upon discussion during interview",Smart Casual,English,"Regular hours, Mondays - Fridays"
